mission_id,agency,mission_type,launch_date,cost_million_usd,payload_type,destination,status
1542,ESA,Asteroid Mining,1980-04-12,4904,Satellite,Moon,Partial Success
1543,ISRO,Asteroid Mining,2023-04-28,3519,Cargo,Moon,Partial Success
1544,Virgin Galactic,Asteroid Mining,1988-10-28,486,Scientific Probe,Mars,Success
1545,NASA,Mars,2018-07-28,2610,Cargo,Low Earth Orbit,Failure
1546,ISRO,Lunar,1993-02-03,4675,Cargo,Deep Space,Failure
1547,ISRO,Orbital,1967-06-13,2353,Satellite,Moon,Failure
1548,Roscosmos,Asteroid Mining,2021-11-17,1821,Crewed,Low Earth Orbit,Success
1549,Blue Origin,Satellite Deployment,2010-03-10,1478,Cargo,Mars,Failure
1550,Roscosmos,Asteroid Mining,1977-12-25,606,Space Telescope,Moon,Failure
1551,NASA,Asteroid Mining,1978-05-11,2318,Space Telescope,Mars,Success
1552,Blue Origin,Lunar,2013-05-27,1281,Crewed,Deep Space,Failure
1553,Virgin Galactic,Mars,2013-12-04,4468,Cargo,Moon,Partial Success
1554,Virgin Galactic,Space Tourism,1987-02-02,1364,Crewed,Mars,Failure
1555,ISRO,Asteroid Mining,2019-02-23,3473,Crewed,Low Earth Orbit,Success
1556,Blue Origin,Space Tourism,1958-04-22,3862,Rover,Moon,Failure
1557,Roscosmos,Mars,2022-12-26,187,Satellite,Mars,Partial Success
1558,SpaceX,Asteroid Mining,2000-10-27,2648,Satellite,Mars,Partial Success
1559,Virgin Galactic,Satellite Deployment,1980-04-28,4623,Rover,Asteroid Belt,Success
1560,ISRO,Space Tourism,1977-01-02,1691,Satellite,Asteroid Belt,Partial Success
1561,SpaceX,Lunar,2023-11-20,2056,Crewed,Moon,Partial Success
1562,SpaceX,Asteroid Mining,1960-08-21,418,Satellite,Mars,Success
1563,Roscosmos,Space Tourism,2008-07-22,4273,Crewed,Mars,Success
1564,SpaceX,Space Tourism,1998-07-13,3729,Cargo,Moon,Success
1565,Virgin Galactic,Space Tourism,2008-01-01,4055,Satellite,Mars,Partial Success
1566,SpaceX,Space Tourism,1999-03-21,1098,Satellite,Mars,Failure
1567,ISRO,Asteroid Mining,1971-05-06,1968,Scientific Probe,Moon,Partial Success
1568,Blue Origin,Space Tourism,2016-02-22,304,Crewed,Low Earth Orbit,Partial Success
1569,ISRO,Orbital,2005-08-20,2249,Cargo,Asteroid Belt,Failure
1570,NASA,Deep Space,1992-04-04,809,Satellite,Low Earth Orbit,Failure
1571,Roscosmos,Space Tourism,1970-11-02,3181,Rover,Deep Space,Partial Success
1572,Virgin Galactic,Mars,1987-03-19,2830,Space Telescope,Mars,Partial Success
1573,Blue Origin,Mars,2009-04-03,196,Rover,Moon,Failure
1574,CNSA,Deep Space,2021-03-06,4393,Scientific Probe,Mars,Failure
1575,SpaceX,Mars,2000-12-28,2696,Space Telescope,Asteroid Belt,Success
1576,Virgin Galactic,Asteroid Mining,1966-07-01,4896,Space Telescope,Mars,Partial Success
1577,Blue Origin,Asteroid Mining,2004-04-20,1607,Satellite,Mars,Partial Success
1578,Roscosmos,Mars,1995-06-02,3139,Scientific Probe,Mars,Failure
1579,CNSA,Satellite Deployment,1963-08-19,3637,Space Telescope,Low Earth Orbit,Failure
1580,Blue Origin,Deep Space,1974-04-08,319,Rover,Asteroid Belt,Failure
1581,SpaceX,Lunar,2020-10-19,4031,Rover,Deep Space,Partial Success
1582,Virgin Galactic,Satellite Deployment,1988-01-06,1052,Satellite,Asteroid Belt,Partial Success
1583,CNSA,Satellite Deployment,1980-02-14,2753,Scientific Probe,Low Earth Orbit,Failure
1584,ISRO,Space Tourism,2022-11-02,336,Crewed,Low Earth Orbit,Failure
1585,NASA,Deep Space,2011-10-26,3110,Scientific Probe,Asteroid Belt,Failure
1586,Virgin Galactic,Satellite Deployment,1958-07-05,1076,Scientific Probe,Low Earth Orbit,Success
1587,Roscosmos,Lunar,1995-01-09,1399,Cargo,Mars,Partial Success
1588,CNSA,Asteroid Mining,1982-12-08,3126,Crewed,Moon,Failure
1589,ISRO,Orbital,2005-08-24,2078,Space Telescope,Asteroid Belt,Success
1590,Blue Origin,Space Tourism,1993-02-26,4290,Space Telescope,Mars,Success
1591,NASA,Asteroid Mining,1995-02-17,3791,Satellite,Deep Space,Failure
1592,ESA,Space Tourism,2013-12-25,2448,Scientific Probe,Asteroid Belt,Success
1593,Blue Origin,Orbital,1993-08-18,2311,Space Telescope,Deep Space,Partial Success
1594,Roscosmos,Orbital,1988-12-27,1622,Space Telescope,Asteroid Belt,Failure
1595,ISRO,Mars,1964-02-20,1643,Scientific Probe,Low Earth Orbit,Partial Success
1596,Virgin Galactic,Mars,1960-03-26,2858,Crewed,Mars,Success
1597,ESA,Orbital,1976-05-22,2923,Cargo,Asteroid Belt,Failure
1598,Blue Origin,Space Tourism,1998-12-20,217,Cargo,Asteroid Belt,Failure
1599,CNSA,Asteroid Mining,1974-05-23,4951,Scientific Probe,Deep Space,Success
1600,NASA,Deep Space,1997-10-01,780,Cargo,Moon,Success
1601,Roscosmos,Orbital,1967-06-02,2466,Space Telescope,Moon,Partial Success
1602,ESA,Space Tourism,2023-03-20,337,Scientific Probe,Moon,Success
1603,ESA,Deep Space,1993-05-22,1467,Rover,Low Earth Orbit,Failure
1604,CNSA,Satellite Deployment,2014-09-24,4652,Satellite,Asteroid Belt,Failure
1605,NASA,Deep Space,1981-01-24,1603,Satellite,Asteroid Belt,Failure
1606,Roscosmos,Mars,2002-07-16,4206,Scientific Probe,Mars,Success
1607,SpaceX,Deep Space,1994-10-25,166,Rover,Moon,Partial Success
1608,CNSA,Lunar,1978-05-23,4271,Rover,Low Earth Orbit,Failure
1609,SpaceX,Orbital,2002-01-11,4927,Scientific Probe,Moon,Partial Success
1610,CNSA,Deep Space,1975-01-08,2394,Crewed,Moon,Failure
1611,NASA,Orbital,1959-10-02,1077,Scientific Probe,Asteroid Belt,Failure
1612,Virgin Galactic,Mars,1964-08-23,2573,Space Telescope,Asteroid Belt,Success
1613,ISRO,Orbital,1994-03-18,450,Cargo,Mars,Success
1614,ISRO,Asteroid Mining,1963-07-07,407,Crewed,Asteroid Belt,Success
1615,CNSA,Asteroid Mining,1996-09-04,4727,Crewed,Low Earth Orbit,Partial Success
1616,NASA,Lunar,1986-12-20,4257,Scientific Probe,Asteroid Belt,Success
1617,SpaceX,Orbital,1993-01-01,2099,Space Telescope,Mars,Failure
1618,Roscosmos,Space Tourism,1971-08-09,3651,Cargo,Moon,Failure
1619,CNSA,Deep Space,1963-12-23,2194,Space Telescope,Asteroid Belt,Success
1620,CNSA,Space Tourism,1998-12-14,432,Scientific Probe,Mars,Failure
1621,CNSA,Satellite Deployment,1985-10-11,2088,Satellite,Asteroid Belt,Failure
1622,NASA,Space Tourism,1969-06-24,4168,Rover,Mars,Success
1623,Virgin Galactic,Mars,1961-03-15,2600,Crewed,Mars,Failure
1624,Blue Origin,Mars,2009-10-25,2279,Space Telescope,Asteroid Belt,Failure
1625,ISRO,Orbital,2022-11-01,4777,Scientific Probe,Deep Space,Success
1626,NASA,Orbital,2016-07-11,3872,Crewed,Asteroid Belt,Failure
1627,CNSA,Mars,2019-11-04,2226,Space Telescope,Mars,Failure
1628,Blue Origin,Lunar,1989-07-04,4988,Space Telescope,Mars,Failure
1629,Blue Origin,Orbital,1975-10-05,1446,Crewed,Low Earth Orbit,Partial Success
1630,Roscosmos,Satellite Deployment,1974-02-15,695,Cargo,Deep Space,Success
1631,Blue Origin,Orbital,2012-01-24,4755,Space Telescope,Moon,Partial Success
1632,ISRO,Space Tourism,2011-04-03,2118,Cargo,Mars,Failure
1633,Virgin Galactic,Satellite Deployment,1958-01-09,1876,Space Telescope,Asteroid Belt,Failure
1634,Blue Origin,Lunar,1998-01-08,2255,Satellite,Asteroid Belt,Partial Success
1635,SpaceX,Satellite Deployment,1987-07-05,4947,Satellite,Mars,Failure
1636,ESA,Satellite Deployment,2011-04-14,4703,Satellite,Mars,Failure
1637,Blue Origin,Satellite Deployment,1986-09-06,2362,Rover,Deep Space,Success
1638,CNSA,Mars,1972-10-25,3171,Space Telescope,Asteroid Belt,Failure
1639,SpaceX,Space Tourism,1966-03-09,4334,Scientific Probe,Low Earth Orbit,Failure
1640,Roscosmos,Deep Space,2020-02-08,1397,Satellite,Moon,Success
1641,ISRO,Space Tourism,1976-02-18,2078,Scientific Probe,Mars,Failure
1642,Roscosmos,Orbital,1972-11-14,4945,Space Telescope,Deep Space,Success
1643,NASA,Asteroid Mining,2016-09-05,4265,Scientific Probe,Moon,Success
1644,CNSA,Orbital,2006-04-27,2140,Satellite,Mars,Failure
1645,NASA,Satellite Deployment,1957-07-04,2508,Crewed,Mars,Failure
1646,Roscosmos,Space Tourism,1992-02-11,796,Satellite,Asteroid Belt,Success
1647,ISRO,Orbital,2017-10-11,4979,Satellite,Asteroid Belt,Success
1648,CNSA,Satellite Deployment,2024-11-06,2912,Satellite,Mars,Partial Success
1649,SpaceX,Mars,2001-07-12,1340,Satellite,Mars,Success
1650,Virgin Galactic,Mars,1995-06-20,3762,Rover,Asteroid Belt,Partial Success
1651,Virgin Galactic,Mars,1999-05-06,2749,Space Telescope,Moon,Success
1652,NASA,Deep Space,1997-12-24,1700,Satellite,Moon,Success
1653,Blue Origin,Lunar,1981-07-17,3565,Scientific Probe,Mars,Partial Success
1654,CNSA,Satellite Deployment,2018-11-04,3148,Scientific Probe,Moon,Partial Success
1655,Blue Origin,Deep Space,2020-06-14,2025,Cargo,Asteroid Belt,Failure
1656,SpaceX,Mars,2023-03-07,2543,Crewed,Asteroid Belt,Failure
1657,ESA,Asteroid Mining,1962-01-17,4612,Satellite,Asteroid Belt,Success
1658,NASA,Deep Space,2021-04-26,3257,Space Telescope,Low Earth Orbit,Failure
1659,Virgin Galactic,Asteroid Mining,2007-02-05,646,Scientific Probe,Asteroid Belt,Partial Success
1660,ISRO,Asteroid Mining,1972-10-11,3370,Satellite,Asteroid Belt,Partial Success
1661,ISRO,Mars,2020-07-25,946,Space Telescope,Asteroid Belt,Success
1662,CNSA,Orbital,1967-09-05,1419,Crewed,Moon,Failure
1663,CNSA,Orbital,2022-01-08,1094,Crewed,Deep Space,Failure
1664,ESA,Space Tourism,2017-06-25,3665,Scientific Probe,Moon,Partial Success
1665,Virgin Galactic,Lunar,1960-11-04,155,Scientific Probe,Asteroid Belt,Success
1666,Virgin Galactic,Satellite Deployment,1957-08-27,4478,Crewed,Deep Space,Partial Success
1667,Virgin Galactic,Asteroid Mining,1991-07-16,4341,Crewed,Moon,Success
1668,Roscosmos,Mars,2017-02-06,4564,Rover,Asteroid Belt,Partial Success
1669,NASA,Satellite Deployment,1978-11-22,998,Rover,Asteroid Belt,Partial Success
1670,Roscosmos,Asteroid Mining,2024-12-07,2235,Crewed,Deep Space,Success
1671,CNSA,Space Tourism,2024-07-05,2542,Space Telescope,Mars,Partial Success
1672,ESA,Space Tourism,1964-08-15,2034,Rover,Deep Space,Failure
1673,ESA,Satellite Deployment,2014-07-17,484,Crewed,Mars,Failure
1674,SpaceX,Mars,1967-06-09,3724,Crewed,Moon,Failure
1675,NASA,Orbital,1990-03-02,2901,Satellite,Moon,Success
1676,NASA,Asteroid Mining,1978-01-02,3940,Rover,Deep Space,Partial Success
1677,Blue Origin,Space Tourism,1974-10-18,4702,Space Telescope,Mars,Failure
1678,Virgin Galactic,Mars,1969-05-08,2029,Scientific Probe,Moon,Failure
1679,ISRO,Mars,2013-11-23,4019,Cargo,Moon,Partial Success
1680,NASA,Satellite Deployment,1962-08-06,1387,Crewed,Moon,Success
1681,Roscosmos,Deep Space,1995-12-19,3315,Satellite,Asteroid Belt,Failure
1682,Blue Origin,Satellite Deployment,2005-11-24,3352,Rover,Mars,Success
1683,Roscosmos,Mars,2015-12-16,1452,Satellite,Deep Space,Failure
1684,ISRO,Satellite Deployment,2019-02-12,2745,Satellite,Moon,Partial Success
1685,CNSA,Orbital,1983-02-19,3692,Rover,Mars,Partial Success
1686,CNSA,Deep Space,1974-11-19,604,Satellite,Low Earth Orbit,Success
1687,Virgin Galactic,Deep Space,2010-10-28,2754,Crewed,Moon,Success
1688,Roscosmos,Lunar,1982-06-17,2480,Crewed,Moon,Success
1689,SpaceX,Space Tourism,1965-10-07,4292,Space Telescope,Low Earth Orbit,Failure
1690,Virgin Galactic,Space Tourism,1979-04-05,608,Crewed,Moon,Partial Success
1691,CNSA,Space Tourism,1970-06-25,4043,Scientific Probe,Low Earth Orbit,Failure
1692,CNSA,Mars,2021-11-06,3990,Crewed,Asteroid Belt,Success
1693,NASA,Deep Space,1971-10-15,523,Space Telescope,Asteroid Belt,Partial Success
1694,ESA,Mars,1997-08-14,4170,Scientific Probe,Mars,Partial Success
1695,ESA,Space Tourism,1970-04-26,3878,Crewed,Deep Space,Success
1696,ESA,Satellite Deployment,2000-03-08,4100,Cargo,Low Earth Orbit,Failure
1697,Roscosmos,Mars,2011-02-16,4844,Cargo,Moon,Partial Success
1698,Roscosmos,Space Tourism,2008-12-25,1314,Space Telescope,Deep Space,Partial Success
1699,CNSA,Mars,2009-12-25,2513,Space Telescope,Deep Space,Partial Success
1700,Roscosmos,Space Tourism,1975-10-03,873,Scientific Probe,Asteroid Belt,Partial Success
1701,Virgin Galactic,Satellite Deployment,2018-10-18,1724,Crewed,Low Earth Orbit,Success
1702,Blue Origin,Asteroid Mining,1975-11-17,4532,Satellite,Low Earth Orbit,Partial Success
1703,ESA,Lunar,1963-12-25,2910,Satellite,Low Earth Orbit,Success
1704,Blue Origin,Satellite Deployment,2006-03-19,2803,Space Telescope,Deep Space,Failure
1705,Blue Origin,Orbital,1957-11-14,563,Rover,Asteroid Belt,Failure
1706,NASA,Satellite Deployment,1989-12-24,1069,Rover,Low Earth Orbit,Partial Success
1707,Virgin Galactic,Mars,1958-10-02,4402,Space Telescope,Deep Space,Partial Success
1708,CNSA,Satellite Deployment,2006-10-21,4502,Cargo,Deep Space,Failure
1709,ESA,Mars,1980-12-16,4766,Scientific Probe,Deep Space,Failure
1710,SpaceX,Space Tourism,1984-01-26,3267,Cargo,Moon,Success
1711,Roscosmos,Asteroid Mining,2021-07-13,2438,Rover,Low Earth Orbit,Failure
1712,SpaceX,Lunar,2002-04-28,3330,Space Telescope,Asteroid Belt,Partial Success
1713,Roscosmos,Mars,2009-08-04,3057,Rover,Mars,Failure
1714,Blue Origin,Orbital,2002-03-10,3273,Crewed,Asteroid Belt,Success
1715,Blue Origin,Orbital,1971-08-03,3764,Crewed,Deep Space,Failure
1716,Blue Origin,Deep Space,1986-07-22,1925,Cargo,Mars,Success
1717,CNSA,Lunar,1977-06-04,417,Rover,Low Earth Orbit,Partial Success
1718,Blue Origin,Mars,1991-10-04,3320,Scientific Probe,Deep Space,Failure
1719,CNSA,Lunar,1958-01-27,1983,Satellite,Mars,Partial Success
1720,Roscosmos,Space Tourism,1974-09-17,3641,Cargo,Asteroid Belt,Failure
1721,Blue Origin,Orbital,1958-04-08,910,Crewed,Asteroid Belt,Success
1722,ESA,Space Tourism,2003-04-18,3513,Rover,Mars,Success
1723,SpaceX,Deep Space,1964-03-03,4518,Crewed,Moon,Success
1724,NASA,Mars,1963-04-11,1479,Scientific Probe,Asteroid Belt,Success
1725,ISRO,Asteroid Mining,1989-01-02,4713,Scientific Probe,Mars,Partial Success
1726,NASA,Space Tourism,2001-07-03,3498,Space Telescope,Moon,Success
1727,ISRO,Deep Space,1981-12-01,546,Rover,Low Earth Orbit,Failure
1728,CNSA,Deep Space,2024-09-24,1909,Cargo,Low Earth Orbit,Success
1729,Roscosmos,Deep Space,2015-01-27,695,Space Telescope,Low Earth Orbit,Failure
1730,SpaceX,Deep Space,1974-02-21,2909,Cargo,Moon,Partial Success
1731,ISRO,Space Tourism,1992-03-03,4174,Scientific Probe,Deep Space,Failure
1732,CNSA,Asteroid Mining,1988-12-06,840,Crewed,Mars,Success
1733,Virgin Galactic,Orbital,1997-06-12,3677,Cargo,Asteroid Belt,Partial Success
1734,SpaceX,Lunar,1978-09-12,1502,Scientific Probe,Deep Space,Failure
1735,Roscosmos,Lunar,1959-06-08,1245,Crewed,Deep Space,Failure
1736,CNSA,Satellite Deployment,1987-05-01,1294,Space Telescope,Mars,Failure
1737,Roscosmos,Space Tourism,1991-10-03,3603,Crewed,Mars,Partial Success
1738,ESA,Deep Space,2006-09-10,809,Satellite,Asteroid Belt,Failure
1739,Virgin Galactic,Deep Space,1964-05-17,441,Satellite,Moon,Partial Success
1740,ISRO,Satellite Deployment,2021-01-20,665,Scientific Probe,Deep Space,Failure
1741,SpaceX,Mars,1968-08-06,1768,Rover,Moon,Partial Success
1742,ISRO,Deep Space,1984-11-17,2266,Rover,Deep Space,Success
1743,ISRO,Deep Space,2019-08-08,1738,Crewed,Moon,Partial Success
1744,Virgin Galactic,Orbital,2005-12-19,3939,Crewed,Deep Space,Success
1745,Blue Origin,Orbital,1958-12-20,2137,Crewed,Mars,Failure
1746,CNSA,Space Tourism,1978-03-19,2414,Rover,Mars,Partial Success
1747,ESA,Lunar,1996-12-07,690,Cargo,Low Earth Orbit,Partial Success
1748,Blue Origin,Space Tourism,1996-04-28,3574,Space Telescope,Mars,Partial Success
1749,Virgin Galactic,Satellite Deployment,1979-04-08,957,Rover,Deep Space,Partial Success
1750,Roscosmos,Asteroid Mining,1971-12-02,4760,Crewed,Asteroid Belt,Failure
1751,ISRO,Mars,1983-11-14,1682,Scientific Probe,Mars,Success
1752,Blue Origin,Mars,1980-11-12,4405,Rover,Deep Space,Failure
1753,Blue Origin,Satellite Deployment,1979-11-08,4288,Satellite,Mars,Success
1754,Roscosmos,Mars,1987-01-09,4056,Space Telescope,Deep Space,Success
1755,NASA,Deep Space,2014-11-13,2529,Scientific Probe,Deep Space,Success
1756,ESA,Space Tourism,2021-06-04,1599,Satellite,Mars,Partial Success
1757,SpaceX,Lunar,2002-09-19,1407,Rover,Asteroid Belt,Failure
1758,NASA,Satellite Deployment,2002-08-08,321,Cargo,Moon,Partial Success
1759,Roscosmos,Space Tourism,1978-01-21,1884,Crewed,Low Earth Orbit,Failure
1760,Virgin Galactic,Mars,1971-07-23,4638,Satellite,Moon,Failure
1761,Virgin Galactic,Lunar,2009-07-20,4899,Space Telescope,Moon,Failure
1762,NASA,Space Tourism,1959-08-04,671,Cargo,Moon,Partial Success
1763,NASA,Deep Space,2008-03-05,2440,Space Telescope,Low Earth Orbit,Success
1764,CNSA,Satellite Deployment,1977-11-02,3975,Cargo,Low Earth Orbit,Failure
1765,Virgin Galactic,Satellite Deployment,2004-07-28,2739,Satellite,Deep Space,Failure
1766,Blue Origin,Orbital,1982-07-03,2650,Space Telescope,Moon,Partial Success
1767,SpaceX,Satellite Deployment,1996-04-01,1941,Crewed,Moon,Partial Success
1768,ISRO,Asteroid Mining,1996-08-28,2257,Rover,Low Earth Orbit,Success
1769,SpaceX,Deep Space,1977-09-19,1164,Rover,Low Earth Orbit,Success
1770,NASA,Deep Space,2016-05-02,129,Space Telescope,Moon,Partial Success
1771,NASA,Satellite Deployment,1965-06-26,494,Crewed,Moon,Partial Success
1772,Virgin Galactic,Satellite Deployment,1969-02-13,1403,Space Telescope,Moon,Failure
1773,SpaceX,Satellite Deployment,1965-11-02,447,Cargo,Mars,Partial Success
1774,SpaceX,Deep Space,1974-09-25,4893,Rover,Deep Space,Success
1775,SpaceX,Mars,2015-03-26,3560,Rover,Low Earth Orbit,Success
1776,Virgin Galactic,Deep Space,1987-04-03,2720,Satellite,Low Earth Orbit,Partial Success
1777,Virgin Galactic,Lunar,2010-04-08,1795,Space Telescope,Asteroid Belt,Failure
1778,CNSA,Asteroid Mining,1969-05-15,711,Satellite,Moon,Failure
1779,CNSA,Asteroid Mining,2009-11-03,4301,Space Telescope,Moon,Success
1780,Blue Origin,Lunar,2002-02-19,4671,Crewed,Asteroid Belt,Failure
1781,NASA,Satellite Deployment,2002-11-15,4800,Cargo,Deep Space,Success
1782,NASA,Space Tourism,1990-10-19,4053,Satellite,Asteroid Belt,Partial Success
1783,NASA,Lunar,1978-05-25,2781,Crewed,Deep Space,Failure
1784,SpaceX,Lunar,2002-02-28,4435,Crewed,Deep Space,Failure
1785,ESA,Satellite Deployment,1981-11-20,1771,Scientific Probe,Moon,Failure
1786,Virgin Galactic,Mars,1989-10-08,1478,Rover,Asteroid Belt,Partial Success
1787,Virgin Galactic,Orbital,1981-10-18,1852,Rover,Low Earth Orbit,Success
1788,SpaceX,Satellite Deployment,1963-09-04,1789,Satellite,Moon,Partial Success
1789,ESA,Space Tourism,2018-08-20,3777,Rover,Low Earth Orbit,Success
1790,ESA,Lunar,2022-03-06,429,Space Telescope,Low Earth Orbit,Partial Success
1791,ESA,Orbital,1993-02-04,599,Space Telescope,Moon,Partial Success
1792,Blue Origin,Asteroid Mining,1998-05-21,306,Rover,Moon,Success
1793,ESA,Orbital,2019-06-26,2043,Rover,Moon,Partial Success
1794,SpaceX,Asteroid Mining,1981-06-23,3175,Space Telescope,Asteroid Belt,Failure
1795,SpaceX,Deep Space,1992-10-27,471,Rover,Low Earth Orbit,Success
1796,Blue Origin,Deep Space,1974-06-07,1575,Space Telescope,Deep Space,Failure
1797,Roscosmos,Lunar,1969-09-08,553,Cargo,Deep Space,Failure
1798,Virgin Galactic,Satellite Deployment,2003-12-05,2917,Rover,Asteroid Belt,Partial Success
1799,SpaceX,Mars,1967-08-02,336,Crewed,Mars,Success
1800,ESA,Asteroid Mining,1964-09-26,4221,Satellite,Low Earth Orbit,Failure
1801,Blue Origin,Asteroid Mining,2005-10-04,1438,Scientific Probe,Moon,Success
1802,ISRO,Satellite Deployment,2006-11-07,1009,Crewed,Asteroid Belt,Failure
1803,Virgin Galactic,Lunar,1984-01-13,3270,Scientific Probe,Deep Space,Partial Success
1804,NASA,Space Tourism,1962-12-09,3776,Satellite,Mars,Failure
1805,CNSA,Satellite Deployment,1991-12-13,1225,Satellite,Moon,Failure
1806,CNSA,Asteroid Mining,1958-03-06,4485,Rover,Asteroid Belt,Failure
1807,Blue Origin,Orbital,1961-03-11,2939,Satellite,Low Earth Orbit,Partial Success
1808,CNSA,Satellite Deployment,1978-11-17,452,Scientific Probe,Moon,Failure
1809,Blue Origin,Satellite Deployment,2016-10-03,4634,Rover,Low Earth Orbit,Partial Success
1810,ISRO,Orbital,1997-03-24,2836,Crewed,Moon,Partial Success
1811,SpaceX,Asteroid Mining,1974-01-16,1409,Satellite,Low Earth Orbit,Failure
1812,Roscosmos,Mars,1986-09-21,4280,Cargo,Low Earth Orbit,Success
1813,NASA,Deep Space,1961-02-28,4043,Crewed,Moon,Partial Success
1814,Roscosmos,Deep Space,1992-01-13,944,Satellite,Moon,Failure
1815,Virgin Galactic,Orbital,1986-07-23,2696,Scientific Probe,Moon,Success
1816,ISRO,Mars,2023-05-03,2081,Crewed,Moon,Success
1817,Blue Origin,Deep Space,2009-10-01,106,Crewed,Deep Space,Success
1818,CNSA,Deep Space,1958-10-16,297,Crewed,Asteroid Belt,Partial Success
1819,Virgin Galactic,Orbital,1997-04-27,3203,Rover,Moon,Failure
1820,Virgin Galactic,Deep Space,2008-11-11,213,Space Telescope,Deep Space,Success
1821,NASA,Lunar,2005-03-15,2886,Crewed,Asteroid Belt,Success
1822,ISRO,Deep Space,1991-06-25,2379,Cargo,Mars,Success
1823,Roscosmos,Asteroid Mining,1980-01-13,4257,Crewed,Low Earth Orbit,Partial Success
1824,Roscosmos,Space Tourism,1970-06-24,863,Crewed,Mars,Partial Success
1825,ESA,Space Tourism,1988-07-25,2434,Satellite,Asteroid Belt,Success
1826,Blue Origin,Satellite Deployment,1963-07-04,1358,Scientific Probe,Deep Space,Partial Success
1827,Blue Origin,Space Tourism,2011-08-22,913,Satellite,Low Earth Orbit,Partial Success
1828,Virgin Galactic,Asteroid Mining,2001-08-26,3149,Scientific Probe,Deep Space,Failure
1829,Roscosmos,Space Tourism,1971-08-24,890,Scientific Probe,Asteroid Belt,Partial Success
1830,Roscosmos,Mars,2017-11-03,1998,Rover,Low Earth Orbit,Partial Success
1831,ESA,Asteroid Mining,2023-01-13,3042,Satellite,Moon,Failure
1832,Virgin Galactic,Asteroid Mining,1982-05-21,3568,Cargo,Low Earth Orbit,Success
1833,SpaceX,Lunar,1960-05-21,2070,Space Telescope,Asteroid Belt,Partial Success
1834,SpaceX,Mars,1971-11-24,3046,Space Telescope,Mars,Failure
1835,Virgin Galactic,Lunar,1969-02-17,928,Cargo,Asteroid Belt,Success
